path,label,speaker,split
data/audio_ptbr/processed/bfamcv27_segment254_neutral.wav,neutral,bfamcv27,test
data/audio_ptbr/processed/bfamdl18_segment320_neutral.wav,neutral,bfamdl18,test
data/audio_ptbr/processed/bfamdl18_segment321_neutral.wav,neutral,bfamdl18,test
data/audio_ptbr/processed/bfamdl18_segment327_non-neutral-female.wav,non_neutral,bfamdl18,test
data/audio_ptbr/processed/bfamdl18_segment328_neutral.wav,neutral,bfamdl18,test
data/audio_ptbr/processed/bfamdl18_segment334_neutral.wav,neutral,bfamdl18,test
data/audio_ptbr/processed/bfamdl31_segment567_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment568_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment571_non-neutral-male.wav,non_neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment577_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment580_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment702_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment703_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment707_non-neutral-male.wav,non_neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment708_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfamdl31_segment709_neutral.wav,neutral,bfamdl31,test
data/audio_ptbr/processed/bfammn12_segment196_neutral.wav,neutral,bfammn12,test
data/audio_ptbr/processed/bfammn12_segment200_neutral.wav,neutral,bfammn12,test
data/audio_ptbr/processed/bfammn12_segment203_non-neutral-male.wav,non_neutral,bfammn12,test
data/audio_ptbr/processed/bfammn12_segment205_neutral.wav,neutral,bfammn12,test
data/audio_ptbr/processed/bfammn12_segment206_neutral.wav,neutral,bfammn12,test
data/audio_ptbr/processed/bpubcv06_segment140_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment142_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment146_non-neutral-female.wav,non_neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment147_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment152_non-neutral-female.wav,non_neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment154_non-neutral-female.wav,non_neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment156_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment160_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment162_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment223_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment224_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment225_non-neutral-female.wav,non_neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv06_segment232_neutral.wav,neutral,bpubcv06,test
data/audio_ptbr/processed/bpubcv08_segment136_neutral.wav,neutral,bpubcv08,test
data/audio_ptbr/processed/bpubcv08_segment148_neutral.wav,neutral,bpubcv08,test
data/audio_ptbr/processed/bpubcv08_segment152_neutral.wav,neutral,bpubcv08,test
data/audio_ptbr/processed/bpubdl11_segment164_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment177_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment178_non-neutral-female.wav,non_neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment185_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment187_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment188_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment190_non-neutral-female.wav,non_neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment192_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment194_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment197_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment202_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment207_non-neutral-female.wav,non_neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment208_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment209_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment320_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment322_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment326_non-neutral-female.wav,non_neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment331_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment334_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment364_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment367_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment368_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment369_non-neutral-female.wav,non_neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment375_non-neutral-female.wav,non_neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment378_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubdl11_segment380_neutral.wav,neutral,bpubdl11,test
data/audio_ptbr/processed/bpubmn10_segment81_neutral.wav,neutral,bpubmn10,test
data/audio_ptbr/processed/bpubmn10_segment82_neutral.wav,neutral,bpubmn10,test
data/audio_ptbr/processed/bpubmn10_segment83_neutral.wav,neutral,bpubmn10,test
data/audio_ptbr/processed/bfamcv03_segment212_neutral.wav,neutral,bfamcv03,train
data/audio_ptbr/processed/bfamcv03_segment217_neutral.wav,neutral,bfamcv03,train
data/audio_ptbr/processed/bfamcv03_segment227_non-neutral-male.wav,non_neutral,bfamcv03,train
data/audio_ptbr/processed/bfamcv03_segment232_neutral.wav,neutral,bfamcv03,train
data/audio_ptbr/processed/bfamcv03_segment253_neutral.wav,neutral,bfamcv03,train
data/audio_ptbr/processed/bfamcv04_segment103_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment131_non-neutral-female.wav,non_neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment140_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment145_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment149_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment153_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment161_non-neutral-female.wav,non_neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment187_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment203_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment358_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment372_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment401_non-neutral-female.wav,non_neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment421_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment423_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment431_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment453_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment457_non-neutral-female.wav,non_neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment471_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment485_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv04_segment99_neutral.wav,neutral,bfamcv04,train
data/audio_ptbr/processed/bfamcv07_segment190_neutral.wav,neutral,bfamcv07,train
data/audio_ptbr/processed/bfamcv07_segment192_neutral.wav,neutral,bfamcv07,train
data/audio_ptbr/processed/bfamcv07_segment195_non-neutral-male.wav,non_neutral,bfamcv07,train
data/audio_ptbr/processed/bfamcv07_segment198_neutral.wav,neutral,bfamcv07,train
data/audio_ptbr/processed/bfamcv07_segment200_neutral.wav,neutral,bfamcv07,train
data/audio_ptbr/processed/bfamcv09_segment113_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment114_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment118_non-neutral-male.wav,non_neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment122_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment135_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment388_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment394_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment395_non-neutral-female.wav,non_neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment396_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv09_segment399_neutral.wav,neutral,bfamcv09,train
data/audio_ptbr/processed/bfamcv11_segment338_neutral.wav,neutral,bfamcv11,train
data/audio_ptbr/processed/bfamcv11_segment339_neutral.wav,neutral,bfamcv11,train
data/audio_ptbr/processed/bfamcv11_segment356_neutral.wav,neutral,bfamcv11,train
data/audio_ptbr/processed/bfamcv11_segment357_neutral.wav,neutral,bfamcv11,train
data/audio_ptbr/processed/bfamcv12_segment100_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment314_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment315_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment317_non-neutral-male.wav,non_neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment318_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment320_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment94_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment95_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment96_non-neutral-female.wav,non_neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv12_segment97_neutral.wav,neutral,bfamcv12,train
data/audio_ptbr/processed/bfamcv15_segment204_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment207_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment226_non-neutral-female.wav,non_neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment233_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment239_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment385_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment387_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment391_non-neutral-female.wav,non_neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment403_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv15_segment420_neutral.wav,neutral,bfamcv15,train
data/audio_ptbr/processed/bfamcv19_segment131_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment135_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment136_non-neutral-female.wav,non_neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment137_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment143_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment204_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment206_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment207_non-neutral-female.wav,non_neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment208_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment209_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment248_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment250_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment251_non-neutral-female.wav,non_neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment267_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment269_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment278_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment279_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment299_non-neutral-female.wav,non_neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment303_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv19_segment307_neutral.wav,neutral,bfamcv19,train
data/audio_ptbr/processed/bfamcv21_segment162_neutral.wav,neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment167_neutral.wav,neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment171_non-neutral-female.wav,non_neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment190_neutral.wav,neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment208_neutral.wav,neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment268_neutral.wav,neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment297_non-neutral-male.wav,non_neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment305_neutral.wav,neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv21_segment306_neutral.wav,neutral,bfamcv21,train
data/audio_ptbr/processed/bfamcv23_segment100_neutral.wav,neutral,bfamcv23,train
data/audio_ptbr/processed/bfamcv23_segment103_neutral.wav,neutral,bfamcv23,train
data/audio_ptbr/processed/bfamcv23_segment87_neutral.wav,neutral,bfamcv23,train
data/audio_ptbr/processed/bfamcv23_segment94_neutral.wav,neutral,bfamcv23,train
data/audio_ptbr/processed/bfamcv23_segment97_non-neutral-male.wav,non_neutral,bfamcv23,train
data/audio_ptbr/processed/bfamcv24_segment226_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment241_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment246_non-neutral-male.wav,non_neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment249_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment253_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment256_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment258_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment265_non-neutral-female.wav,non_neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment269_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv24_segment272_neutral.wav,neutral,bfamcv24,train
data/audio_ptbr/processed/bfamcv26_segment203_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment204_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment206_non-neutral-female.wav,non_neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment228_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment230_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment264_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment268_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment271_non-neutral-female.wav,non_neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment274_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment278_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment283_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment284_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment290_non-neutral-male.wav,non_neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv26_segment292_neutral.wav,neutral,bfamcv26,train
data/audio_ptbr/processed/bfamcv28_segment218_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment220_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment225_non-neutral-female.wav,non_neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment229_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment234_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment238_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment240_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment242_non-neutral-female.wav,non_neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment243_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment247_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment328_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment329_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment331_non-neutral-female.wav,non_neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment335_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv28_segment336_neutral.wav,neutral,bfamcv28,train
data/audio_ptbr/processed/bfamcv32_segment229_neutral.wav,neutral,bfamcv32,train
data/audio_ptbr/processed/bfamcv32_segment231_neutral.wav,neutral,bfamcv32,train
data/audio_ptbr/processed/bfamcv32_segment239_non-neutral-female.wav,non_neutral,bfamcv32,train
data/audio_ptbr/processed/bfamcv32_segment244_neutral.wav,neutral,bfamcv32,train
data/audio_ptbr/processed/bfamcv32_segment251_neutral.wav,neutral,bfamcv32,train
data/audio_ptbr/processed/bfamdl02_segment188_neutral.wav,neutral,bfamdl02,train
data/audio_ptbr/processed/bfamdl02_segment190_neutral.wav,neutral,bfamdl02,train
data/audio_ptbr/processed/bfamdl02_segment193_non-neutral-male.wav,non_neutral,bfamdl02,train
data/audio_ptbr/processed/bfamdl02_segment197_neutral.wav,neutral,bfamdl02,train
data/audio_ptbr/processed/bfamdl02_segment202_neutral.wav,neutral,bfamdl02,train
data/audio_ptbr/processed/bfamdl03_segment113_neutral.wav,neutral,bfamdl03,train
data/audio_ptbr/processed/bfamdl03_segment114_neutral.wav,neutral,bfamdl03,train
data/audio_ptbr/processed/bfamdl03_segment115_non-neutral-female.wav,non_neutral,bfamdl03,train
data/audio_ptbr/processed/bfamdl03_segment120_neutral.wav,neutral,bfamdl03,train
data/audio_ptbr/processed/bfamdl03_segment124_neutral.wav,neutral,bfamdl03,train
data/audio_ptbr/processed/bfamdl05_segment384_neutral.wav,neutral,bfamdl05,train
data/audio_ptbr/processed/bfamdl05_segment391_neutral.wav,neutral,bfamdl05,train
data/audio_ptbr/processed/bfamdl05_segment396_non-neutral-male.wav,non_neutral,bfamdl05,train
data/audio_ptbr/processed/bfamdl05_segment410_neutral.wav,neutral,bfamdl05,train
data/audio_ptbr/processed/bfamdl05_segment412_neutral.wav,neutral,bfamdl05,train
data/audio_ptbr/processed/bfamdl08_segment239_neutral.wav,neutral,bfamdl08,train
data/audio_ptbr/processed/bfamdl08_segment248_neutral.wav,neutral,bfamdl08,train
data/audio_ptbr/processed/bfamdl08_segment256_non-neutral-male.wav,non_neutral,bfamdl08,train
data/audio_ptbr/processed/bfamdl08_segment260_neutral.wav,neutral,bfamdl08,train
data/audio_ptbr/processed/bfamdl09_segment182_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment183_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment187_non-neutral-male.wav,non_neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment189_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment191_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment421_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment422_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment423_non-neutral-male.wav,non_neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment426_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment429_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment513_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment514_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment521_non-neutral-male.wav,non_neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment522_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl09_segment529_neutral.wav,neutral,bfamdl09,train
data/audio_ptbr/processed/bfamdl13_segment211_neutral.wav,neutral,bfamdl13,train
data/audio_ptbr/processed/bfamdl13_segment220_neutral.wav,neutral,bfamdl13,train
data/audio_ptbr/processed/bfamdl13_segment222_non-neutral-female.wav,non_neutral,bfamdl13,train
data/audio_ptbr/processed/bfamdl13_segment226_neutral.wav,neutral,bfamdl13,train
data/audio_ptbr/processed/bfamdl13_segment229_neutral.wav,neutral,bfamdl13,train
data/audio_ptbr/processed/bfamdl15_segment123_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment124_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment125_non-neutral-female.wav,non_neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment127_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment130_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment172_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment173_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment181_non-neutral-female.wav,non_neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment183_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl15_segment187_neutral.wav,neutral,bfamdl15,train
data/audio_ptbr/processed/bfamdl16_segment368_neutral.wav,neutral,bfamdl16,train
data/audio_ptbr/processed/bfamdl16_segment371_neutral.wav,neutral,bfamdl16,train
data/audio_ptbr/processed/bfamdl16_segment374_non-neutral-female.wav,non_neutral,bfamdl16,train
data/audio_ptbr/processed/bfamdl16_segment378_neutral.wav,neutral,bfamdl16,train
data/audio_ptbr/processed/bfamdl16_segment380_neutral.wav,neutral,bfamdl16,train
data/audio_ptbr/processed/bfamdl21_segment211_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment214_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment217_non-neutral-female.wav,non_neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment219_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment221_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment267_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment271_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment274_non-neutral-male.wav,non_neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment276_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment278_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment284_neutral.wav,neutral,bfamdl21,train
data/audio_ptbr/processed/bfamdl21_segment289_neutral.wav,neutral,bfamdl21,train
